CRN,Term,Time,"Times 2nd (lab, etc)",Instructors,Course Link,meeting_details
3498,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3498&subj_code_in=PHYS&crse_numb_in=590,Arranged
3499,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3499&subj_code_in=PHYS&crse_numb_in=591,Arranged
3500,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3500&subj_code_in=PHYS&crse_numb_in=599,Arranged
3501,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3501&subj_code_in=PHYS&crse_numb_in=690,Arranged
3502,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3502&subj_code_in=PHYS&crse_numb_in=691,Arranged
3503,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3503&subj_code_in=PHYS&crse_numb_in=695,Arranged
3504,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3504&subj_code_in=PHYS&crse_numb_in=699,Arranged
5031,1 (Fall 2023),09:50 AM-11:00 AM MWF,,M. Ansfield,term_in=202350&crn_in=5031&subj_code_in=PSYC&crse_numb_in=100,09:50 AM-11:00 AM MWF     STEI 102
6046,1 (Fall 2023),03:10 PM-04:20 PM MWF,,M. Mey,term_in=202350&crn_in=6046&subj_code_in=PSYC&crse_numb_in=100,03:10 PM-04:20 PM MWF     STEI 102
5504,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5504&subj_code_in=PSYC&crse_numb_in=191,Arranged
5505,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5505&subj_code_in=PSYC&crse_numb_in=195,Arranged
6102,1 (Fall 2023),08:30 AM-09:40 AM MWF,,K. Pagel-Martinez,term_in=202350&crn_in=6102&subj_code_in=PSYC&crse_numb_in=262,08:30 AM-09:40 AM MWF     BRIG 423
5040,1 (Fall 2023),12:40 PM-02:25 PM TR,,W. Dai,term_in=202350&crn_in=5040&subj_code_in=PSYC&crse_numb_in=270,12:40 PM-02:25 PM TR      STEI 102
6058,1 (Fall 2023),12:40 PM-02:25 PM TR,,P. Glick,term_in=202350&crn_in=6058&subj_code_in=PSYC&crse_numb_in=272,12:40 PM-02:25 PM TR      BRIG 420
5033,1 (Fall 2023),11:10 AM-12:20 PM MWF,,A. Douglass,term_in=202350&crn_in=5033&subj_code_in=PSYC&crse_numb_in=280,11:10 AM-12:20 PM MWF     BRIG 422
5036,1 (Fall 2023),03:10 PM-04:20 PM MWF,,A. Douglass,term_in=202350&crn_in=5036&subj_code_in=PSYC&crse_numb_in=281,03:10 PM-04:20 PM MWF     BRIG 317
5032,1 (Fall 2023),09:50 AM-11:00 AM MWF,,L. Hilt,term_in=202350&crn_in=5032&subj_code_in=PSYC&crse_numb_in=290,09:50 AM-11:00 AM MWF     BRIG 224
6103,1 (Fall 2023),01:50 PM-03:00 PM MWF,,K. Pagel-Martinez,term_in=202350&crn_in=6103&subj_code_in=PSYC&crse_numb_in=305,01:50 PM-03:00 PM MWF     BRIG 225
5707,1 (Fall 2023),02:35 PM-04:20 PM TR,"01:00 PM-04:00 PM W
08:30 AM-11:30 AM R",T. Gottfried,term_in=202350&crn_in=5707&subj_code_in=PSYC&crse_numb_in=340,"02:35 PM-04:20 PM TR      BRIG 420
01:00 PM-04:00 PM W       BRIG 423
08:30 AM-11:30 AM R       BRIG 416"
5622,1 (Fall 2023),08:30 AM-09:40 AM MWF,"01:00 PM-04:00 PM M
08:30 AM-11:30 AM T",C. Teng,term_in=202350&crn_in=5622&subj_code_in=PSYC&crse_numb_in=343,"08:30 AM-09:40 AM MWF     BRIG 420
01:00 PM-04:00 PM M       BRIG 421
08:30 AM-11:30 AM T       BRIG 421"
5964,1 (Fall 2023),08:30 AM-10:15 AM TR,,M. Mey,term_in=202350&crn_in=5964&subj_code_in=PSYC&crse_numb_in=347,08:30 AM-10:15 AM TR      BRIG 224
6045,1 (Fall 2023),11:10 AM-12:20 PM MWF,,M. Mey,term_in=202350&crn_in=6045&subj_code_in=PSYC&crse_numb_in=348,11:10 AM-12:20 PM MWF     BRIG 420
5965,1 (Fall 2023),10:25 AM-12:10 PM TR,"01:00 PM-04:00 PM T
01:00 PM-04:00 PM W",L. Ng,term_in=202350&crn_in=5965&subj_code_in=PSYC&crse_numb_in=373,"10:25 AM-12:10 PM TR      BRIG 420
01:00 PM-04:00 PM T       BRIG 421
01:00 PM-04:00 PM W       BRIG 421"
5506,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5506&subj_code_in=PSYC&crse_numb_in=390,Arranged
5507,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5507&subj_code_in=PSYC&crse_numb_in=391,Arranged
5508,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5508&subj_code_in=PSYC&crse_numb_in=395,Arranged
5509,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5509&subj_code_in=PSYC&crse_numb_in=399,Arranged
5968,1 (Fall 2023),12:40 PM-02:25 PM TR,,S. Melcher,term_in=202350&crn_in=5968&subj_code_in=PSYC&crse_numb_in=500,12:40 PM-02:25 PM TR      BRIG 317
6064,1 (Fall 2023),08:30 AM-10:15 AM TR,,W. Dai,term_in=202350&crn_in=6064&subj_code_in=PSYC&crse_numb_in=500,08:30 AM-10:15 AM TR      BRIG 422
5510,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5510&subj_code_in=PSYC&crse_numb_in=590,Arranged
5511,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5511&subj_code_in=PSYC&crse_numb_in=591,Arranged
5512,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5512&subj_code_in=PSYC&crse_numb_in=595,Arranged
5513,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5513&subj_code_in=PSYC&crse_numb_in=599,Arranged
5034,1 (Fall 2023),01:50 PM-03:00 PM MWF,,L. Hilt,term_in=202350&crn_in=5034&subj_code_in=PSYC&crse_numb_in=610,01:50 PM-03:00 PM MWF     BRIG 317
5035,1 (Fall 2023),01:50 PM-03:00 PM MWF,,M. Ansfield,term_in=202350&crn_in=5035&subj_code_in=PSYC&crse_numb_in=610,01:50 PM-03:00 PM MWF     BRIG 305
5037,1 (Fall 2023),08:30 AM-10:15 AM TR,,P. Glick,term_in=202350&crn_in=5037&subj_code_in=PSYC&crse_numb_in=610,08:30 AM-10:15 AM TR      BRIG 317
5514,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5514&subj_code_in=PSYC&crse_numb_in=690,Arranged
5515,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5515&subj_code_in=PSYC&crse_numb_in=691,Arranged
5516,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5516&subj_code_in=PSYC&crse_numb_in=695,Arranged
5517,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5517&subj_code_in=PSYC&crse_numb_in=699,Arranged
5033,1 (Fall 2024),09:50 AM-11:00 AM MWF,,M. Ansfield,term_in=202450&crn_in=5033&subj_code_in=PSYC&crse_numb_in=100,09:50 AM-11:00 AM MWF     STEI 102
5760,1 (Fall 2024),10:25 AM-12:10 PM TR,,B. Williams,term_in=202450&crn_in=5760&subj_code_in=PSYC&crse_numb_in=180,10:25 AM-12:10 PM TR      MEMO 002
5538,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5538&subj_code_in=PSYC&crse_numb_in=191,Arranged
5539,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5539&subj_code_in=PSYC&crse_numb_in=195,Arranged
5041,1 (Fall 2024),01:50 PM-03:00 PM MWF,,M. Ansfield,term_in=202450&crn_in=5041&subj_code_in=PSYC&crse_numb_in=245,01:50 PM-03:00 PM MWF     STEI 102
5612,1 (Fall 2024),03:10 PM-04:20 PM MWF,,Staff,term_in=202450&crn_in=5612&subj_code_in=PSYC&crse_numb_in=250,03:10 PM-04:20 PM MWF     BRIG 224
5836,1 (Fall 2024),03:10 PM-04:20 PM MWF,,W. Dai,term_in=202450&crn_in=5836&subj_code_in=PSYC&crse_numb_in=270,03:10 PM-04:20 PM MWF     BRIG 420
5614,1 (Fall 2024),12:40 PM-02:25 PM TR,,Staff,term_in=202450&crn_in=5614&subj_code_in=PSYC&crse_numb_in=280,12:40 PM-02:25 PM TR      BRIG 225
5615,1 (Fall 2024),02:35 PM-04:20 PM TR,,Staff,term_in=202450&crn_in=5615&subj_code_in=PSYC&crse_numb_in=281,02:35 PM-04:20 PM TR      BRIG 421
5743,1 (Fall 2024),11:10 AM-12:20 PM MWF,,W. Dai,term_in=202450&crn_in=5743&subj_code_in=PSYC&crse_numb_in=285,11:10 AM-12:20 PM MWF     BRIG 224
5034,1 (Fall 2024),09:50 AM-11:00 AM MWF,,L. Hilt,term_in=202450&crn_in=5034&subj_code_in=PSYC&crse_numb_in=290,09:50 AM-11:00 AM MWF     BRIG 224
5618,1 (Fall 2024),08:30 AM-09:40 AM MWF,01:00 PM-04:00 PM M,C. Teng,term_in=202450&crn_in=5618&subj_code_in=PSYC&crse_numb_in=343,"08:30 AM-09:40 AM MWF     BRIG 224
01:00 PM-04:00 PM M       BRIG 421"
5619,1 (Fall 2024),08:30 AM-09:40 AM MWF,01:00 PM-04:00 PM T,C. Teng,term_in=202450&crn_in=5619&subj_code_in=PSYC&crse_numb_in=343,"08:30 AM-09:40 AM MWF     BRIG 224
01:00 PM-04:00 PM T        "
5698,1 (Fall 2024),10:25 AM-12:10 PM TR,,E. Becker,term_in=202450&crn_in=5698&subj_code_in=PSYC&crse_numb_in=348,10:25 AM-12:10 PM TR      BRIG 420
5616,1 (Fall 2024),08:30 AM-09:40 AM MWF,,K. Pagel-Martinez,term_in=202450&crn_in=5616&subj_code_in=PSYC&crse_numb_in=350,08:30 AM-09:40 AM MWF     BRIG 225
6060,1 (Fall 2024),10:25 AM-12:10 PM TR,01:00 PM-04:00 PM T,Staff,term_in=202450&crn_in=6060&subj_code_in=PSYC&crse_numb_in=373,"10:25 AM-12:10 PM TR      BRIG 416
01:00 PM-04:00 PM T       BRIG "
6061,1 (Fall 2024),10:25 AM-12:10 PM TR,01:00 PM-04:00 PM W,Staff,term_in=202450&crn_in=6061&subj_code_in=PSYC&crse_numb_in=373,"10:25 AM-12:10 PM TR      BRIG 416
01:00 PM-04:00 PM W       BRIG "
5540,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5540&subj_code_in=PSYC&crse_numb_in=390,Arranged
5541,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5541&subj_code_in=PSYC&crse_numb_in=391,Arranged
5542,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5542&subj_code_in=PSYC&crse_numb_in=395,Arranged
5543,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5543&subj_code_in=PSYC&crse_numb_in=399,Arranged
5817,1 (Fall 2024),02:35 PM-04:20 PM TR,,S. Melcher,term_in=202450&crn_in=5817&subj_code_in=PSYC&crse_numb_in=500,02:35 PM-04:20 PM TR      BRIG 317
5613,1 (Fall 2024),12:40 PM-02:25 PM TR,,P. Glick,term_in=202450&crn_in=5613&subj_code_in=PSYC&crse_numb_in=570,12:40 PM-02:25 PM TR      BRIG 317
5881,1 (Fall 2024),11:10 AM-12:20 PM MWF,,K. Pagel-Martinez,term_in=202450&crn_in=5881&subj_code_in=PSYC&crse_numb_in=580,11:10 AM-12:20 PM MWF     MAIN 
5544,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5544&subj_code_in=PSYC&crse_numb_in=590,Arranged
5545,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5545&subj_code_in=PSYC&crse_numb_in=591,Arranged
5546,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5546&subj_code_in=PSYC&crse_numb_in=595,Arranged
5547,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5547&subj_code_in=PSYC&crse_numb_in=599,Arranged
5611,1 (Fall 2024),01:50 PM-03:00 PM MWF,,L. Hilt,term_in=202450&crn_in=5611&subj_code_in=PSYC&crse_numb_in=610,01:50 PM-03:00 PM MWF     BRIG 317
5697,1 (Fall 2024),08:30 AM-10:15 AM TR,,P. Glick,term_in=202450&crn_in=5697&subj_code_in=PSYC&crse_numb_in=610,08:30 AM-10:15 AM TR      BRIG 317
5548,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5548&subj_code_in=PSYC&crse_numb_in=690,Arranged
5549,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5549&subj_code_in=PSYC&crse_numb_in=691,Arranged
5550,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5550&subj_code_in=PSYC&crse_numb_in=695,Arranged
5551,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5551&subj_code_in=PSYC&crse_numb_in=699,Arranged
1030,2 (Winter 2024),09:50 AM-11:00 AM MWF,,M. Ansfield,term_in=202420&crn_in=1030&subj_code_in=PSYC&crse_numb_in=100,09:50 AM-11:00 AM MWF     STEI 102
1606,2 (Winter 2024),10:25 AM-12:10 PM TR,,B. Williams,term_in=202420&crn_in=1606&subj_code_in=PSYC&crse_numb_in=180,10:25 AM-12:10 PM TR      MEMO 002
1502,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1502&subj_code_in=PSYC&crse_numb_in=191,Arranged
1503,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1503&subj_code_in=PSYC&crse_numb_in=195,Arranged
1035,2 (Winter 2024),01:50 PM-03:00 PM MWF,,M. Ansfield,term_in=202420&crn_in=1035&subj_code_in=PSYC&crse_numb_in=245,01:50 PM-03:00 PM MWF     STEI 102
2096,2 (Winter 2024),02:35 PM-04:20 PM TR,,R. Jazdzewski,term_in=202420&crn_in=2096&subj_code_in=PSYC&crse_numb_in=250,02:35 PM-04:20 PM TR      BRIG 420
1031,2 (Winter 2024),09:50 AM-11:00 AM MWF,,L. Ng,term_in=202420&crn_in=1031&subj_code_in=PSYC&crse_numb_in=273,09:50 AM-11:00 AM MWF     BRIG 420
2074,2 (Winter 2024),08:30 AM-10:15 AM TR,,W. Dai,term_in=202420&crn_in=2074&subj_code_in=PSYC&crse_numb_in=280,08:30 AM-10:15 AM TR      BRIG 317
2075,2 (Winter 2024),12:40 PM-02:25 PM TR,,W. Dai,term_in=202420&crn_in=2075&subj_code_in=PSYC&crse_numb_in=281,12:40 PM-02:25 PM TR      BRIG 421
2068,2 (Winter 2024),08:30 AM-09:40 AM MWF,"01:00 PM-04:00 PM W
08:30 AM-11:30 AM R",A. Douglass,term_in=202420&crn_in=2068&subj_code_in=PSYC&crse_numb_in=340,"08:30 AM-09:40 AM MWF     BRIG 420
01:00 PM-04:00 PM W       BRIG 421
08:30 AM-11:30 AM R       LIBR 204"
2094,2 (Winter 2024),01:50 PM-03:00 PM MWF,,K. Pagel-Martinez,term_in=202420&crn_in=2094&subj_code_in=PSYC&crse_numb_in=350,01:50 PM-03:00 PM MWF     MEMO 002
1504,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1504&subj_code_in=PSYC&crse_numb_in=390,Arranged
1505,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1505&subj_code_in=PSYC&crse_numb_in=391,Arranged
1506,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1506&subj_code_in=PSYC&crse_numb_in=395,Arranged
1507,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1507&subj_code_in=PSYC&crse_numb_in=399,Arranged
1032,2 (Winter 2024),10:25 AM-12:10 PM TR,,L. Hilt,term_in=202420&crn_in=1032&subj_code_in=PSYC&crse_numb_in=420,10:25 AM-12:10 PM TR      BRIG 225
1038,2 (Winter 2024),02:35 PM-04:20 PM TR,,B. Haines,term_in=202420&crn_in=1038&subj_code_in=PSYC&crse_numb_in=560,02:35 PM-04:20 PM TR      BRIG 317
1654,2 (Winter 2024),11:10 AM-12:20 PM MWF,,B. Piasecki,term_in=202420&crn_in=1654&subj_code_in=PSYC&crse_numb_in=580,11:10 AM-12:20 PM MWF     BRIG 119
2093,2 (Winter 2024),11:10 AM-12:20 PM MWF,,K. Pagel-Martinez,term_in=202420&crn_in=2093&subj_code_in=PSYC&crse_numb_in=580,11:10 AM-12:20 PM MWF     BRIG 416
1508,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1508&subj_code_in=PSYC&crse_numb_in=590,Arranged
1509,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1509&subj_code_in=PSYC&crse_numb_in=591,Arranged
1510,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1510&subj_code_in=PSYC&crse_numb_in=595,Arranged
1511,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1511&subj_code_in=PSYC&crse_numb_in=599,Arranged
1034,2 (Winter 2024),11:10 AM-12:20 PM MWF,,L. Ng,term_in=202420&crn_in=1034&subj_code_in=PSYC&crse_numb_in=610,11:10 AM-12:20 PM MWF     MAIN 008
1037,2 (Winter 2024),10:25 AM-12:10 PM TR,,B. Haines,term_in=202420&crn_in=1037&subj_code_in=PSYC&crse_numb_in=610,10:25 AM-12:10 PM TR      BRIG 317
1512,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1512&subj_code_in=PSYC&crse_numb_in=690,Arranged
1513,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1513&subj_code_in=PSYC&crse_numb_in=691,Arranged
1514,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1514&subj_code_in=PSYC&crse_numb_in=695,Arranged
1515,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1515&subj_code_in=PSYC&crse_numb_in=699,Arranged
1577,2 (Winter 2025),09:50 AM-11:00 AM MWF,,M. Ansfield,term_in=202520&crn_in=1577&subj_code_in=PSYC&crse_numb_in=100,09:50 AM-11:00 AM MWF     STEI 102
1578,2 (Winter 2025),11:10 AM-12:20 PM MWF,,K. Pagel-Martinez,term_in=202520&crn_in=1578&subj_code_in=PSYC&crse_numb_in=100,11:10 AM-12:20 PM MWF     MEMO 002
1503,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1503&subj_code_in=PSYC&crse_numb_in=191,Arranged
1504,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1504&subj_code_in=PSYC&crse_numb_in=195,Arranged
1576,2 (Winter 2025),08:30 AM-09:40 AM MWF,,K. Pagel-Martinez,term_in=202520&crn_in=1576&subj_code_in=PSYC&crse_numb_in=260,08:30 AM-09:40 AM MWF     BRIG 224
2079,2 (Winter 2025),09:50 AM-11:00 AM MWF,,Staff,term_in=202520&crn_in=2079&subj_code_in=PSYC&crse_numb_in=273,09:50 AM-11:00 AM MWF     BRIG 225
1697,2 (Winter 2025),08:30 AM-10:15 AM TR,,W. Dai,term_in=202520&crn_in=1697&subj_code_in=PSYC&crse_numb_in=280,08:30 AM-10:15 AM TR      BRIG 317
1698,2 (Winter 2025),12:40 PM-02:25 PM TR,,W. Dai,term_in=202520&crn_in=1698&subj_code_in=PSYC&crse_numb_in=281,12:40 PM-02:25 PM TR      BRIG 421
2080,2 (Winter 2025),01:50 PM-03:00 PM MWF,,Staff,term_in=202520&crn_in=2080&subj_code_in=PSYC&crse_numb_in=300,01:50 PM-03:00 PM MWF     BRIG 225
1580,2 (Winter 2025),11:10 AM-12:20 PM MWF,01:00 PM-04:00 PM M,Staff,term_in=202520&crn_in=1580&subj_code_in=PSYC&crse_numb_in=335,"11:10 AM-12:20 PM MWF     BRIG 225
01:00 PM-04:00 PM M       BRIG 332"
1581,2 (Winter 2025),11:10 AM-12:20 PM MWF,01:00 PM-04:00 PM T,Staff,term_in=202520&crn_in=1581&subj_code_in=PSYC&crse_numb_in=335,"11:10 AM-12:20 PM MWF     BRIG 225
01:00 PM-04:00 PM T       BRIG 332"
1584,2 (Winter 2025),03:10 PM-04:20 PM MWF,08:30 AM-11:30 AM R,Staff,term_in=202520&crn_in=1584&subj_code_in=PSYC&crse_numb_in=340,"03:10 PM-04:20 PM MWF     BRIG 224
08:30 AM-11:30 AM R       BRIG "
1585,2 (Winter 2025),03:10 PM-04:20 PM MWF,08:30 AM-11:30 AM F,Staff,term_in=202520&crn_in=1585&subj_code_in=PSYC&crse_numb_in=340,"03:10 PM-04:20 PM MWF     BRIG 224
08:30 AM-11:30 AM F       BRIG "
1788,2 (Winter 2025),08:00 AM-12:00 PM TR,,E. Becker,term_in=202520&crn_in=1788&subj_code_in=PSYC&crse_numb_in=365,08:00 AM-12:00 PM TR      YOUN 040
1505,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1505&subj_code_in=PSYC&crse_numb_in=390,Arranged
1506,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1506&subj_code_in=PSYC&crse_numb_in=391,Arranged
1507,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1507&subj_code_in=PSYC&crse_numb_in=395,Arranged
1508,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1508&subj_code_in=PSYC&crse_numb_in=399,Arranged
1703,2 (Winter 2025),01:50 PM-03:00 PM MWF,,C. Teng,term_in=202520&crn_in=1703&subj_code_in=PSYC&crse_numb_in=580,01:50 PM-03:00 PM MWF     BRIG 119
1509,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1509&subj_code_in=PSYC&crse_numb_in=590,Arranged
1510,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1510&subj_code_in=PSYC&crse_numb_in=591,Arranged
1511,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1511&subj_code_in=PSYC&crse_numb_in=595,Arranged
1512,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1512&subj_code_in=PSYC&crse_numb_in=599,Arranged
1582,2 (Winter 2025),01:50 PM-03:00 PM MWF,,M. Ansfield,term_in=202520&crn_in=1582&subj_code_in=PSYC&crse_numb_in=610,01:50 PM-03:00 PM MWF     BRIG 317
1747,2 (Winter 2025),02:35 PM-04:20 PM TR,,E. Becker,term_in=202520&crn_in=1747&subj_code_in=PSYC&crse_numb_in=610,02:35 PM-04:20 PM TR       
1513,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1513&subj_code_in=PSYC&crse_numb_in=690,Arranged
1514,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1514&subj_code_in=PSYC&crse_numb_in=691,Arranged
1515,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1515&subj_code_in=PSYC&crse_numb_in=695,Arranged
1516,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1516&subj_code_in=PSYC&crse_numb_in=699,Arranged
4080,3 (Spring 2024),08:30 AM-09:40 AM MWF,,A. Douglass,term_in=202430&crn_in=4080&subj_code_in=PSYC&crse_numb_in=100,08:30 AM-09:40 AM MWF     STEI 102
3588,3 (Spring 2024),02:35 PM-04:20 PM TR,,B. Williams,term_in=202430&crn_in=3588&subj_code_in=PSYC&crse_numb_in=180,02:35 PM-04:20 PM TR      MEMO 002
3478,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3478&subj_code_in=PSYC&crse_numb_in=191,Arranged
3479,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3479&subj_code_in=PSYC&crse_numb_in=195,Arranged
3008,3 (Spring 2024),09:50 AM-11:00 AM MWF,,K. Pagel-Martinez,term_in=202430&crn_in=3008&subj_code_in=PSYC&crse_numb_in=260,09:50 AM-11:00 AM MWF     BRIG 420
4094,3 (Spring 2024),08:30 AM-10:15 AM TR,,W. Dai,term_in=202430&crn_in=4094&subj_code_in=PSYC&crse_numb_in=270,08:30 AM-10:15 AM TR      STEI 102
3009,3 (Spring 2024),11:10 AM-12:20 PM MWF,,M. Ansfield,term_in=202430&crn_in=3009&subj_code_in=PSYC&crse_numb_in=280,11:10 AM-12:20 PM MWF     BRIG 317
3014,3 (Spring 2024),12:40 PM-02:25 PM TR,,L. Ng,term_in=202430&crn_in=3014&subj_code_in=PSYC&crse_numb_in=280,12:40 PM-02:25 PM TR      BRIG 420
3012,3 (Spring 2024),10:25 AM-12:10 PM TR,,M. Ansfield,term_in=202430&crn_in=3012&subj_code_in=PSYC&crse_numb_in=281,10:25 AM-12:10 PM TR      BRIG 223
3015,3 (Spring 2024),02:35 PM-04:20 PM TR,,L. Ng,term_in=202430&crn_in=3015&subj_code_in=PSYC&crse_numb_in=281,02:35 PM-04:20 PM TR      BRIG 421
4093,3 (Spring 2024),08:30 AM-09:40 AM MWF,,W. Dai,term_in=202430&crn_in=4093&subj_code_in=PSYC&crse_numb_in=285,08:30 AM-09:40 AM MWF     BRIG 224
3010,3 (Spring 2024),01:50 PM-03:00 PM MWF,,B. Haines,term_in=202430&crn_in=3010&subj_code_in=PSYC&crse_numb_in=310,01:50 PM-03:00 PM MWF     BRIG 224
4079,3 (Spring 2024),03:10 PM-04:20 PM MWF,,A. Douglass,term_in=202430&crn_in=4079&subj_code_in=PSYC&crse_numb_in=322,03:10 PM-04:20 PM MWF     BRIG 224
3006,3 (Spring 2024),12:40 PM-02:25 PM TR,01:00 PM-04:00 PM W,L. Hilt,term_in=202430&crn_in=3006&subj_code_in=PSYC&crse_numb_in=355,"12:40 PM-02:25 PM TR      BRIG 225
01:00 PM-04:00 PM W       BRIG 317"
3007,3 (Spring 2024),12:40 PM-02:25 PM TR,08:30 AM-11:30 AM R,L. Hilt,term_in=202430&crn_in=3007&subj_code_in=PSYC&crse_numb_in=355,"12:40 PM-02:25 PM TR      BRIG 225
08:30 AM-11:30 AM R       BRIG 317"
4105,3 (Spring 2024),11:10 AM-12:20 PM MWF,,K. Pagel-Martinez,term_in=202430&crn_in=4105&subj_code_in=PSYC&crse_numb_in=370,11:10 AM-12:20 PM MWF     BRIG 420
3480,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3480&subj_code_in=PSYC&crse_numb_in=390,Arranged
3481,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3481&subj_code_in=PSYC&crse_numb_in=391,Arranged
3482,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3482&subj_code_in=PSYC&crse_numb_in=395,Arranged
3483,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3483&subj_code_in=PSYC&crse_numb_in=399,Arranged
3016,3 (Spring 2024),02:35 PM-04:20 PM TR,,P. Glick,term_in=202430&crn_in=3016&subj_code_in=PSYC&crse_numb_in=570,02:35 PM-04:20 PM TR      BRIG 317
3484,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3484&subj_code_in=PSYC&crse_numb_in=590,Arranged
3485,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3485&subj_code_in=PSYC&crse_numb_in=591,Arranged
3486,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3486&subj_code_in=PSYC&crse_numb_in=595,Arranged
3487,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3487&subj_code_in=PSYC&crse_numb_in=599,Arranged
3013,3 (Spring 2024),10:25 AM-12:10 PM TR,,P. Glick,term_in=202430&crn_in=3013&subj_code_in=PSYC&crse_numb_in=610,10:25 AM-12:10 PM TR      BRIG 305
3488,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3488&subj_code_in=PSYC&crse_numb_in=690,Arranged
3489,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3489&subj_code_in=PSYC&crse_numb_in=691,Arranged
3490,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3490&subj_code_in=PSYC&crse_numb_in=695,Arranged
3491,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3491&subj_code_in=PSYC&crse_numb_in=699,Arranged
3865,3 (Spring 2025),01:50 PM-03:00 PM MWF,,E. Becker,term_in=202530&crn_in=3865&subj_code_in=PSYC&crse_numb_in=100,01:50 PM-03:00 PM MWF      
3742,3 (Spring 2025),02:35 PM-04:20 PM TR,,B. Williams,term_in=202530&crn_in=3742&subj_code_in=PSYC&crse_numb_in=180,02:35 PM-04:20 PM TR      MEMO 002
3505,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3505&subj_code_in=PSYC&crse_numb_in=191,Arranged
